book_id,Title,Publisher Name,Review Count,text,Clean_Text
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,band hunter garcia reihe wieder sich einmal angefangen chris carter lesen kann schnell nicht wieder aufh schlaflose chte sind vorprogrammiert,garcia reihe schnellen schlaflose chte
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,wahnsinns teil hunter garcia reihe diesmal haben person sich haben denn diesmal treffen morde hunter pers nlich wieder teil reihe einfach verschlungen habe spannend letzte detail chris carter weiss einfach seine leser fesselt schon sehr chsten teil gespannt,teil hunter garcia morde nlich teil spannen letzte detail leser teil
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,thriller taschen broschur seiten englischen bersetzt sybille uplegger isbn erschienen reihe hunter garcia thriller band grausamste killer gejagt lebenslang sicherheitsverwahrung doch entkommen sein name lucien folter robert hunter wird nicht ruhen wieder gefasst robert hunter rder denken profiler lapd jagt grausamsten killer schlimmste allen lucien folter hochintelligent gewaltverliebt lucien sicherheitsverwahrung ausbricht folgt hunter seiner blutigen spur killer lockt widersacher einem perfiden spiel seine gere wird gewinnen thriller profiler robert hunter seinem partner garcia chris carter wurde brasilien sohn italienischer einwanderer geboren studierte michigan forensische psychologie arbeitete sechs jahre lang kriminalpsychologe staatsanwaltschaft dann nach angeles musiker karriere machte mittlerweile lebt chris carter vollzeit london seine thriller profiler robert hunter sind allesamt bestseller meine meinung robert hunter reihe verfolge seit stille begeisterung daher habe mich sehr diesen teil gefreut serienm rder julien folter wieder eine rolle spielt dieser thriller konnte mich anfang bise ende total fesseln konnte nicht mehr hand legen hatte dann innerhalb zwei tagen ausgelesen habe sogar entgegen meiner gewohnheiten noch arbeit gelesen beenden nnen geht hier darum dass julien folter schlimmste serienm rder aller zeiten stille kennen gelernt hochsicherheitsgef ngnis ausbrechen konnte beginnt eine schlimme zeit profiler robert hunter ehemaliger studienfreund julien julien folter meldet sich immer wieder robert hunter morde anzuk ndigen schreckt auch massenmord nicht begeht absolut grausame taten auch robert hunter sein umfeld sind hrdet kann julien folter stoppen kann berhaupt gelingen alles rlich selbst lesen alles allem kann sagen dass mich teil wieder absolut begeistern konnte damals stille gibt hier rlich eine absolute kauf leseempfehlung meiner meinung nach sollte aber zumindest stille vorher gelesen haben mich dieses absolutes monatshighlight wahrscheinlich sogar jahreshighlight daher gibt hier rlich vollen sterne sternen cover details klappentext infos rezension lenisveasb cherwelt beitragsbild lenisveasb cherwelt,thriller taschen broschur seiten englisch bersetzt uplegger garcia thriller killer lebenslang sicherheitsverwahrung entkommen name folter ruhen profiler jagen grausam killer schlimm folter hochintelligent sicherheitsverwahrung spur killer widersacher perfid gere thriller profiler hunter partner garcia brasilien sohn italienisch michigan forensische arbeiten jahre langen kriminalpsychologe staatsanwaltschaft angeles musiker karriere thriller profiler bestseller still teil freuen julien folter rolle anfang ende total tagen gewohnheiten arbeit folter schlimm rder zeiten still lernen schlimm zeit profiler ehemalig studienfreund folter hunter morde absolut grausame robert hunter umfeld folter berhaupt gelingen rlich teil absolut still rlich absolut still absolut wahrscheinlich jahreshighlight rlich voll sterne klappentext infos beitragsbild lenisveasb
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,dies mein erster thriller chris carter trotz brutalit finde story psychologisch hervorragend konstruiert vielschichtig begabten liegt welcher mich seine weiteren werke neugierig gemacht hunter garcia stellen sich ermittler grausamen genie lucien folter entgegen nach jahren unter schier glichen umst nden krankenstation eines hochsicherheitsgef ngnisses flieht dabei blutbad hinterl wird nicht sein letztes sein will rache seinem alten studienkollegen robert hunter damals hinter gitter gebracht spiel nerven zerreiben droht beginnt lucien seiner unempathischen wahnsinnig abgekl sich nicht hlen ablenken sondern verfolgt kaltbl sein ziel keine lekt bett gehen aber sehr geschrieben daher meiner sicht empfehlenswert,erst thriller brutalit finden story psychologisch hervorragen vielschichtig begabten weit neugierig garcia ermittler genie folter jahren schier gleichen umst nden hochsicherheitsgef ngnisses hinterl letzt rache alt studienkollegen gitter nerven unempathischen abgekl kaltbl ziel lekt bett sicht
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,dieses bereits zehnte band robert hunter reihe erste fortsetzung geschrieben jagd stille sechsten band reihe empfiehlt seiner schlussbemerkung band sechs ebenfalls lesen damit aktuellen band wirklich versteht habe leider erst schluss gelesen hilfreich gewesen hinweis beginn geben habe noch keinen vorg ngerband gelesen hatte aber keiner stelle nicht folgen nnen oder informationen vermissen vielleicht kann aber noch tiefer eintauchen oder sieht komplexere zusammenh wenn band sechs kennt thriller brutal wusste vorfeld davor etwas bange aber mankell liest kommt auch carter zurecht story sich spannend einblicke untiefen interessant konnte keinen wirklichen bezug ermittlern habe eher distanz gelesen vielleicht weil eben entwicklung serie nicht mitverfolgt habe kleine kritik aufl sung diese holprig unrealistisch ansonsten aber eine wirklich spannende lekt,zehnte band hunter reihe erste fortsetzung still sechsten band schlussbemerkung band aktuell wirklich schluss hilfreich hinweis beginn vorg stelle nnen informationen tief zusammenh thriller brutal wusste mankell story spannen einblicke interessant wirklich bezug distanz entwicklung serie kleine aufl sung holprig unrealistisch wirklich
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,habe bisher alle cher chris carter gelesen umso mehr habe mich gefreut dieses netgalley verf gung gestellt bekommen habe neuer band robert hunter reihe diese serie wirklich sich band stille wurde grundstock jagd gelegt lucien folter einer schlimmsten verbrecher gejagt jagd nach spiel nachdem drei jahre isolationshaft verbracht gelingt ausbruch jagd beginnt robert hunter einem erneuten zusammentreffen einen gewinner geben kann sich klaren lucien nichts verlieren killer eltern seiner freundin ermordet robert hunter klar dass alles eine karte setzen muss jagd fordert immer mehr opfer robert stehen immer mehr unter druck fand alle cher chris carter anfang ende fesselnd spannend kann daher jedem herz legen lucien will robert hunter spiel spielen freunde sind heute rivalen frage wird gewinnen viele menschen schafft lucien vorher,cher freuen verf gung neu band wirklich band still folter verbrecher jahre isolationshaft robert erneut gewinner klar killer freundin klaren karte opfer cher anfang ende fesseln spannen robert hunter freunde rivalen fragen menschen
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,definitiv nichts schwache nerven mein erstes chris carter mich sogleich seinen bann gezogen selten hatte einen spannenden thriller liegen dadurch dass dieses gefallen werde wohl auch noch restlichen cher reihe zulegen kann prima ohne vorerkenntnise lesen durch vielen ckblenden schnell lucien getan,definitiv schwache nerven erst bann selten spannend thriller fallen restlich cher reihe prima ckblenden schnellen
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,jagd chris carter bereits zehnten band robert hunter reihe erleben auch erste fortsetzung dieser reihe bereits band stille durften lucian folter kennenlernen endlich hauptrolle lucian folter nicht sadistischste brutalste serienm rder auch gleichzeitig eine besondere verbindung robert hunter band wohl seinem pers nlichsten fall werden sowas begeistert chris carter schafft einfach mich entt uschen mein meister thrills freue mich jetzt schon weitere empfehle euch aber diese reihe wirklich anfang lesen denn charaktere entwickeln sich kennt mittlerweile einfach ticken macht mich noch einem viel intensiveren lebeerlebnis schreibstil chris carter muss eigentlich nicht mehr viel sagen schreibt spannungsgeladen einnehmend sich immer wieder einfallen muss einfach deutlich sagen dass merkt dass kriminalpsychologe fach serviert immer abartigsten rlich sollte auch hnen dass band wieder nichts schwache nerven sind aber reihe verfolgt wird gerade deswegen lieben lucian folter robert hunter kennen sich bereits seit jugendtagen waren beste freunde robert stille hinter geheimnis lucian kommt seitdem hochsicherheitsgef ngnis einsitzt eben denn gelingt flucht getrieben einem einzigen gedanken rache robert hunter einzigen menschen intellektuell gewachsen denn lucian folter anders kein sadistischer serienm rder weil dazu getrieben wird sich frei dazu entscheiden sieht seine ganz spezielle forschungsarbeit menschen brutalste grausamste weise ermorden dazu hochintelligent wahrer meister verwandlungskunst glich diesen killer wieder einzufangen wenn dies nicht chte aber chte robert spiel spielen rlich nach seinen eigenen regeln unfassbar spannungsgeladen grausam begeistert sich chris carter hier einfallen lassen bersteigt wirklich teilweise ertr gliche mich band einer besten reihe nicht dass psychologisches meisterwerk denn nicht lucian spielt robert auch chris carter leser erleben wohl auch abartigsten morde erleben diese carter manier aller ausf hrlichkeit fand richtig richtig genial aber dennoch musste auch schwer schlucken ende wirklich schon fast verzweifelt dass augen hatte chris carter angefleht habe nicht eintreten lassen alles hinausl hammerm iges mich wirklich schwer hand legen wollte auch nicht denn einmal diese eingetaucht wird immer mitgezogen schon zuvor erlebt alles knappen kapiteln mehreren sichten kompletten einblick erhalten macht einfach unsagbar spannend seht auch band konnte mich chris carter noch voll sich einnehmen mich einfach mitrei hoffe dieser mann schreiben ssen nicht lange chsten band warten mein fazit jagd mittlerweile zehnte band reihe chris carter robert hunter erste fortsetzung dieser lucian folter bereits stille fasziniert diesem band erleben bersteigt wirklich menschlich ertr gliche aber soll hrlichsten sadistischsten killer erwarten einem pers nlichen rachefeldzug gegen robert hunter mich dieser band spannung psychologischen tricksereien nicht berbieten macht wirklich einem meiner lieblingsb chris carter bleibt mein meister thrills kann euch seine cher herz legen wenn nicht zartbesaitet seid denn blutig grausam brutal sind cher immer mich eine ganz klare leseempfehlung gesamte reihe aber auch reihenfolge nach lesen solltet,zehnten band reihe erste fortsetzung band still folter hauptrolle folter sadistisch brutalste rder gleichzeitig besonder hunter nlichsten begeistern uschen meistern weit empfehlen wirklich anfang charaktere lebeerlebnis schreibstil einnehmen deutlich merken kriminalpsychologe fach rlich hnen band schwache nerven folter hunter jugendtagen gut freunde robert still fluchen einzig gedanken rache robert hunter einzig menschen intellektuell wachsen folter sadistisch frei spezielle forschungsarbeit menschen brutalste grausam ermorden hochintelligent wahr meistern gleichen killer einfangen chte chte spiel spielen rlich eigen unfassbar grausam begeistern wirklich ertr gleichen band gut reihe psychologisch meisterwerk leser abartig morde hrlichkeit richtig genial schwer schlucken ende wirklich verzweifeln augen iges wirklich schwer hand mitziehen knapp sichten einblick unsagbar spannen band voll mitrei hoffen mann chsten band fazit zehnte band hunter erste fortsetzung folter still faszinieren band bersteigt wirklich menschlich gleichen hrlichsten sadistisch killer nlichen rachefeldzug hunter band berbieten wirklich meistern blutig grausam brutal cher klaren gesamt reihe reihenfolge
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,serient sind hrlich unberechenbar ihrem kopf vorgeht schwer nachzuvollziehen obwohl robert hunter schon vielen gewaltverbrechern hatte auch lucien folter ganz anderes spezielles kaliber bertrifft alles sich grausamkeiten vorstellen seine taten berlegungen nachwelt auch noch schriftlich fest absolut gruselig erschreckend ngstigend noch etwas diesem fall anders anderen situationen denen hunter verbrecher jagt denn dieses ganze eine pers nliche note bereits band robert hunter carlos garcia allerdings kannte vorg ngerb cher nicht werde zwar bestimmt ndern sobald zeit habe aber nicht weil handlung nicht folgen konnte sondern weil schreibstil gern mochte auch hauptcharaktere lapd gefallen haben sagt nachwort dass band folgeband band dort lucien folter bereits einmal begegnet vollst ndigen zusammenh wohl band kennen nicht riesige cken mich daran hindern rden verkn pfungen verstehen einige aspekte werden aber gewiss fehlen handlung glicherweise noch mehr schrecken geben rden beginnt gleich sehr blutig brutal auch weiteren verlauf gibt zahlreiche gewaltintensive teilweise sehr detaillierte szenen einen oder anderen sicher auch gewisses ekelgef ausl nnten chris carter spart nicht blutigen beschreibungen leser daran teilhaben skrupellos durchdacht kaltbl rder lucien folter vorgeht jeden fall kein zartbesaitete oder schwache nerven mein empfinden schwankt wenig zwischen absolut genial gemacht weil unglaublich spannend lesen tief psyche taten einzutauchen grenzenlos abschreckend gruselig schon auch eklig aber faszination berwiegt ende jeden fall auch wenn vielleicht meiner psyche zweifeln mich nichts damit nachmachen wollen einfach gesamtkonstellation mich bann gezogen beginn welchem tsel identit rlich nimmt handlung allerdings kein bisschen spannung denn lucien folter sich chstes einfallen perspektivwechsel glichen leser parallel laufenden handlungsstr begleiten schaffen damit einen komplexen blick ereignisse einen wissenstand ohne dabei wichtige dinge oder entscheidungen vorweg nehmen paar kleinere aspekte kann zwar erahnen oder sich zusammen reimen aber spannung wurde mich keiner stelle genommen denn immer bleibt frage passiert danach kann aufhalten wirklich denkt weiter sowohl einblicke arbeit lapd marshalls scheinbar glichen versuch folter aufzuhalten auch machenschaften planungen lucien folter selbst trotz personalen hlers bekommt einen gewissen eindruck davon charakteren vorgeht besch ftigt sich nschen voran verzweifeln zumindest protagonisten lernt dadurch ganz kennen auch einige private dinge immer auch etwas hauptermittler erfahren denn ihre pers nlichkeit spielt ihrer arbeit ebenfalls eine rolle auch gespannt anderen chern vielleicht noch erfahren wird schreibstil mich beginn berzeugt mitgenommen spannend fesselnd aber auch erschreckend derb schockierend dass manchmal schon berlegt habe blut gewalt weiterlesen kann oder eine pause brauche durch einarbeitung genauen zeitangaben wirkte handlung mich teilweise noch temporeicher druck wird muss alles schnell gehen einiges geht auch viel schneller durch lesen vielleicht wirken nnte kann beim lesen nachempfinden vorgeht schwer sein muss ruhe bewahren obwohl eigentlich hektik verfallen chte brigens finde auch namen absolut passend lucien folter einen mann angst schrecken seinen taten blutvergie foltern verbreitet fazit packender spannender aber auch sehr blutiger thriller grausamkeiten wahrlich keine grenzen kennen irgendwie gruselig geplant durchdacht ausfeilt verbrechen sind gleichzeitig aber auch faszinierend terwelt ermittlungsarbeiten einzutauchen beide seiten beim spiel gegen zeit begleiten ganz sicher nicht mein letztes chris carter gelesen habe vielen dank bereitgestellte rezensionsexemplar,serient hrlich unberechenbar kopf schwer gewaltverbrechern folter speziell bertrifft grausamkeiten taten schriftlich fest absolut gruselig erschrecken ngstigend situationen jagen ganze nliche band carlos garcia vorg ngerb cher bestimmen zeit schreibstil mögen hauptcharaktere fallen band folgeband band folter begegnen vollst zusammenh band kennen riesige verkn pfungen aspekte gewiss blutig brutal zahlreiche gewaltintensive detaillierte sichern gewiß ekelgef ausl nnten sparen blutig beschreibungen leser skrupellos durchdacht folter zartbesaitete schwache nerven absolut genial unglaublich spannen tief taten eintauchen grenzenlos abschrecken gruselig eklig faszination ende fall bann beginn tsel rlich handlung folter chstes perspektivwechsel leser parallel laufend komplex blick wichtig dinge klein aspekte reimen spannung stelle fragen wirklich einblicke arbeit scheinbar gleichen folter aufhalten machenschaften folter personal gewiß eindruck besch protagonisten kennen privat hauptermittler nlichkeit arbeit rolle spannen chern schreibstil beginn berzeugt mitnehmen spannen fesseln erschrecken schockierend berlegt blut gewalt pause brauche einarbeitung genau handlung temporeicher schnellen schnell nnte lesen nachempfinden schwer ruhen hektik verfallen chte namen absolut passen folter mann fazit packend spannend blutig thriller grausamkeiten gruselig durchdacht gleichzeitig faszinieren seiten spiel zeit sichern letzt bereitgestellt rezensionsexemplar
168146,Jagd auf die Bestie,Ullstein Buchverlage,70,rezensiert einen thriller ohne etwas verraten berlege schon seit zwei wochen eine richtige sung noch nicht eingefallen aber versuche ersten seite regiert spannung dieser legt atemberaubendes tempo genauso chte hier lesen schnell liest liest ttert immer weiter staunt gruselt sich manchmal fingern geln kauen weil spannung nicht mehr aush robert hunter chstform nicht immer unfehlbar aber immer authentisch immer gest carlos garcia immer bisschen rande wahnsinn lucien folter unbarmherzig berheblich grausaum immer unsichtbar eine hetzjagd herzschlag schnellen allem unvorhersehbar,rezensieren thriller wochen richtige sung einfallen versuche erst seite atemberaubend tempo chte schnellen ttert staunen geln aush hunter chstform unfehlbar authentisch gest carlos garcia rande wahnsinn folter unbarmherzig berheblich unsichtbar hetzjagd herzschlag unvorhersehbar
